value,count,P_active,P_passive
Korea,8,1.0,0.0
Erasmus,8,1.0,0.0
Microsoft,8,1.0,0.0
girl,8,0.875,0.125
Betty,8,1.0,0.0
American,8,1.0,0.0
argument,8,0.875,0.125
everything,8,0.5,0.5
culture,8,0.5,0.5
chicken,8,0.625,0.375
Church,8,0.75,0.25
Santa,8,1.0,0.0
change,8,0.625,0.375
reader,8,0.875,0.125
institution,7,0.8571428571428571,0.14285714285714285
research,7,0.8571428571428571,0.14285714285714285
project,7,0.8571428571428571,0.14285714285714285
user,7,0.7142857142857143,0.2857142857142857
much,7,0.7142857142857143,0.2857142857142857
claim,7,0.5714285714285714,0.42857142857142855
problem,7,0.8571428571428571,0.14285714285714285
moon,7,1.0,0.0
Pete,7,1.0,0.0
part,7,0.42857142857142855,0.5714285714285714
Tulsa,7,1.0,0.0
court,7,1.0,0.0
movie,7,0.7142857142857143,0.2857142857142857
researcher,7,0.8571428571428571,0.14285714285714285
Paris,7,0.8571428571428571,0.14285714285714285
case,7,0.8571428571428571,0.14285714285714285
Court,7,1.0,0.0
player,7,0.42857142857142855,0.5714285714285714
anything,7,0.8571428571428571,0.14285714285714285
somebody,7,1.0,0.0
official,7,1.0,0.0
form,7,0.42857142857142855,0.5714285714285714
population,7,0.8571428571428571,0.14285714285714285
Cleveland,7,0.8571428571428571,0.14285714285714285
video,7,0.7142857142857143,0.2857142857142857
student,7,0.7142857142857143,0.2857142857142857
face,6,0.8333333333333334,0.16666666666666666
star,6,0.8333333333333334,0.16666666666666666
image,6,0.5,0.5
Chalmers,6,1.0,0.0
anyone,6,1.0,0.0
process,6,0.16666666666666666,0.8333333333333334
head,6,0.8333333333333334,0.16666666666666666
nobody,6,1.0,0.0
Wilkins,6,1.0,0.0
concept,6,0.3333333333333333,0.6666666666666666
amount,6,0.8333333333333334,0.16666666666666666
movement,6,1.0,0.0
island,6,0.5,0.5
Higuchi,6,1.0,0.0
Albania,6,1.0,0.0
Biden,6,1.0,0.0
report,6,0.8333333333333334,0.16666666666666666
Goode,6,0.6666666666666666,0.3333333333333333
both,6,0.6666666666666666,0.3333333333333333
issue,6,0.8333333333333334,0.16666666666666666
law,6,0.5,0.5
bird,6,0.8333333333333334,0.16666666666666666
data,6,0.3333333333333333,0.6666666666666666
animal,6,0.6666666666666666,0.3333333333333333
quinoa,5,0.4,0.6
Renata,5,1.0,0.0
traveler,5,1.0,0.0
Olmec,5,1.0,0.0
Carroll,5,1.0,0.0
Belgium,5,1.0,0.0
exhibit,5,1.0,0.0
product,5,0.4,0.6
sense,5,1.0,0.0
set,5,1.0,0.0
figure,5,1.0,0.0
bill,5,0.6,0.4
NATO,5,1.0,0.0
quality,5,1.0,0.0
writer,5,1.0,0.0
company,5,1.0,0.0
most,5,0.8,0.2
Debbie,5,1.0,0.0
Mohamed,5,0.8,0.2
half,5,0.8,0.2
element,5,0.8,0.2
legislation,5,0.8,0.2
member,5,1.0,0.0
Nation,5,1.0,0.0
Mexico,5,1.0,0.0
horse,5,1.0,0.0
balloon,5,1.0,0.0
hotel,5,1.0,0.0
Iran,5,1.0,0.0
flight,5,1.0,0.0
Luther,5,1.0,0.0
example,5,1.0,0.0
effect,5,0.6,0.4
Chao,5,0.8,0.2
wife,5,1.0,0.0
settler,5,1.0,0.0
brother,5,0.6,0.4
method,5,0.6,0.4
experience,5,0.8,0.2
England,5,1.0,0.0
audience,5,0.8,0.2
two,5,0.8,0.2
game,5,1.0,0.0
use,5,0.8,0.2
Sweden,5,1.0,0.0
plant,5,1.0,0.0
Pag,5,1.0,0.0
each,5,0.6,0.4
light,5,0.6,0.4
plan,5,1.0,0.0
