voice_label,lemma,lemma_freq,lemma_transitivity,verb_tense,verb_aspect,verb_form_participle,subj_present,subj_pos_type,obj_present,subj_distance,obj_distance,negation,sentence_length,dep_depth,clause_type,sentence_index_in_doc,doc_id,doc_genre,doc_passive_rate,previous_sentence_voice
active,be,962,0.002079002079002079,Pres,,False,False,MISSING,False,,,False,81,3,fixed,7,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,lead,10,0.2,Pres,,False,True,NOUN,False,0.04938271604938271,,False,81,1,parataxis,7,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,decrease,3,0.3333333333333333,Past,,True,False,MISSING,False,,,False,81,3,amod,7,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,may,24,0.0,,,False,False,MISSING,False,,,False,81,3,aux,7,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,observe,8,0.0,Past,,True,True,NOUN,False,0.13580246913580246,,False,81,2,conj,7,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,test,3,0.6666666666666666,Pres,,False,True,PRON,False,0.03125,,False,32,0,root,8,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,might,12,0.0,,,False,False,MISSING,False,,,False,32,2,aux,8,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,be,962,0.002079002079002079,Pres,,False,False,MISSING,False,,,False,53,1,cop,10,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,design,2,0.0,Past,,True,False,MISSING,False,,,False,53,2,acl,10,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,follow,16,0.625,,,False,False,MISSING,True,,0.05660377358490566,False,53,6,acl,10,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,53,3,aux:pass,10,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,restrict,2,0.0,Past,,True,True,DET,False,0.07547169811320754,,False,53,2,acl:relcl,10,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,note,2,0.0,,,False,False,MISSING,False,,,False,33,0,root,11,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,do,172,0.1744186046511628,Pres,,False,False,MISSING,False,,,False,33,2,aux,11,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,acquire,2,0.5,Past,,True,False,MISSING,False,,,False,33,5,acl,11,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,see,23,0.6956521739130435,,,False,False,MISSING,True,,0.06060606060606061,False,33,1,parataxis,11,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,test,3,0.6666666666666666,Past,,False,True,NOUN,True,0.013333333333333334,0.02666666666666667,False,75,0,root,12,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,mean,21,0.047619047619047616,Past,,True,False,MISSING,False,,,False,75,2,acl,12,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,76,1,aux:pass,13,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,compare,2,0.5,Past,,True,True,NOUN,False,0.02631578947368421,,False,76,0,root,13,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,have,212,0.2783018867924528,Past,,False,False,MISSING,False,,,False,76,5,aux,13,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,experience,6,0.8333333333333334,Past,,True,True,PRON,True,0.039473684210526314,0.02631578947368421,False,76,4,acl:relcl,13,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,test,3,0.6666666666666666,Pres,,True,True,NOUN,True,0.013157894736842105,0.039473684210526314,False,76,1,advcl,13,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,follow,16,0.625,Past,,False,True,NOUN,True,0.08695652173913043,0.06521739130434782,False,46,0,root,14,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,mix,2,0.5,Past,,True,False,MISSING,False,,,False,46,3,amod,14,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,last,2,0.0,Past,,False,True,NOUN,False,0.022222222222222223,,False,45,0,root,15,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,vary,2,0.0,,,False,False,MISSING,False,,,False,45,2,amod,15,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,result,2,0.0,Past,,False,False,MISSING,False,,,False,45,1,conj,15,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,vary,2,0.0,,,False,False,MISSING,False,,,False,45,4,amod,15,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,measure,2,0.0,Past,,True,False,MISSING,False,,,False,45,3,acl,15,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,have,212,0.2783018867924528,Pres,,False,False,MISSING,False,,,False,16,1,aux,16,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,True,False,MISSING,False,,,False,16,1,aux:pass,16,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,take,37,0.8378378378378378,Past,,True,True,NOUN,False,0.4375,,False,16,0,root,16,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,follow,16,0.625,,,False,False,MISSING,False,,,False,16,2,obj,16,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,lead,10,0.2,Pres,,False,True,NOUN,False,0.15151515151515152,,False,33,0,root,17,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,have,212,0.2783018867924528,Pres,,False,False,MISSING,False,,,False,66,1,aux,18,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,True,False,MISSING,False,,,False,66,1,aux:pass,18,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,observe,8,0.0,Past,,True,True,NOUN,False,0.045454545454545456,,False,66,0,root,18,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,66,2,aux:pass,18,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,observe,8,0.0,Past,,True,True,PRON,False,0.030303030303030304,,False,66,1,advcl,18,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,may,24,0.0,,,False,False,MISSING,False,,,False,35,2,aux,19,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,suggest,8,0.125,Pres,,False,True,NOUN,False,0.02857142857142857,,False,35,0,root,19,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,appear,6,0.0,Pres,,False,True,PRON,False,0.05714285714285714,,False,35,1,ccomp,19,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,occur,5,0.0,Pres,,True,True,NOUN,False,0.02857142857142857,,False,35,3,advcl,19,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,may,24,0.0,,,False,False,MISSING,False,,,False,39,1,aux,20,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,associate,1,0.0,Past,,True,True,NOUN,False,0.23076923076923078,,False,39,0,root,20,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,observe,8,0.0,Past,,True,False,MISSING,False,,,False,39,3,amod,20,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,find,7,0.42857142857142855,Past,,False,True,NOUN,True,0.034482758620689655,0.06896551724137931,False,29,0,root,21,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,have,212,0.2783018867924528,Pres,,False,False,MISSING,False,,,False,63,1,aux,22,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,True,False,MISSING,False,,,False,63,1,aux:pass,22,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,observe,8,0.0,Past,,True,True,NOUN,False,0.07936507936507936,,False,63,0,root,22,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,observe,8,0.0,Past,,True,False,MISSING,False,,,False,63,0,_,22,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,remain,7,0.0,Pres,,False,True,PRON,False,-0.04081632653061224,,False,49,0,root,23,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,might,12,0.0,,,False,False,MISSING,False,,,False,49,3,aux,23,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,have,212,0.2783018867924528,Pres,,False,False,MISSING,False,,,False,49,5,aux,23,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,be,962,0.002079002079002079,Past,,True,False,MISSING,False,,,False,49,5,aux:pass,23,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,attribute,2,0.0,Past,,True,True,PRON,False,0.061224489795918366,,False,49,4,acl:relcl,23,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,lead,10,0.2,Pres,,True,False,MISSING,True,,0.4,False,5,0,root,25,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,55,1,aux:pass,28,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,start,7,0.14285714285714285,Past,,True,True,NOUN,False,0.03636363636363636,,False,55,0,root,28,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,speak,5,0.4,,,False,False,MISSING,False,,,False,55,3,amod,28,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,base,15,0.0,Past,,True,False,MISSING,False,,,False,55,2,advcl,28,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,meet,7,0.42857142857142855,Pres,,False,True,PROPN,False,0.05454545454545454,,False,55,4,acl:relcl,28,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,become,8,0.0,Past,,False,False,MISSING,False,,,False,38,0,root,29,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,38,2,cop,29,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,38,3,cop,29,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,38,4,cop,29,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,participate,3,0.0,,,False,False,MISSING,False,,,False,33,3,acl,30,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,express,2,1.0,Past,,False,True,NOUN,True,0.48484848484848486,0.06060606060606061,False,33,0,root,30,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,become,8,0.0,Pres,,False,True,NOUN,False,0.030303030303030304,,False,33,2,acl,30,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,conclude,1,0.0,Past,,False,True,PROPN,False,0.37254901960784315,,False,51,0,root,31,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,want,33,0.12121212121212122,Past,,False,True,PRON,False,0.0196078431372549,,False,51,3,acl:relcl,31,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,involve,6,0.0,Past,,True,False,MISSING,False,,,False,51,4,xcomp,31,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,need,20,0.15,Past,,False,True,NOUN,True,0.21568627450980393,0.0392156862745098,False,51,1,ccomp,31,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,join,3,0.3333333333333333,Past,,False,True,NOUN,True,0.0625,0.0625,False,16,0,root,32,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,12,1,aux:pass,33,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,join,3,0.3333333333333333,Past,,True,True,NOUN,False,0.25,,False,12,0,root,33,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,see,23,0.6956521739130435,Pres,,False,True,PRON,True,0.03225806451612903,0.03225806451612903,False,31,0,root,34,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,want,33,0.12121212121212122,Pres,,False,True,PRON,False,0.022727272727272728,,False,44,0,root,35,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,facilitate,1,1.0,,,False,False,MISSING,True,,0.06818181818181818,False,44,4,acl,35,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,support,2,0.5,,,False,False,MISSING,False,,,False,44,5,conj,35,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,need,20,0.15,Past,,True,False,MISSING,False,,,False,44,5,acl,35,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,be,962,0.002079002079002079,Pres,,False,False,MISSING,False,,,False,36,1,cop,36,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,consist,1,0.0,,,False,False,MISSING,False,,,False,36,2,acl,36,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,should,21,0.0,,,False,False,MISSING,False,,,False,43,1,aux,37,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,remain,7,0.0,,,False,False,MISSING,False,,,False,43,4,amod,37,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,could,24,0.0,,,False,False,MISSING,False,,,False,43,5,aux,37,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,direct,1,0.0,Past,,True,False,MISSING,False,,,False,43,6,amod,37,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,be,962,0.002079002079002079,Pres,,False,False,MISSING,False,,,False,59,1,aux,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,set,2,0.0,Pres,,True,True,PRON,False,0.05084745762711865,,False,59,0,root,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,want,33,0.12121212121212122,Pres,,False,False,MISSING,False,,,False,59,1,conj,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,feel,14,0.07142857142857142,Pres,,False,True,PRON,False,0.01694915254237288,,False,59,4,advcl:relcl,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,provide,11,1.0,Pres,,True,False,MISSING,True,,0.01694915254237288,False,59,5,advcl,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,follow,16,0.625,Pres,,False,False,MISSING,True,,0.03389830508474576,False,59,5,conj,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,follow,16,0.625,Pres,,False,False,MISSING,True,,0.03389830508474576,False,59,5,conj,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,take,37,0.8378378378378378,Pres,,False,False,MISSING,True,,0.05084745762711865,False,59,5,conj,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,finish,3,1.0,,,False,False,MISSING,True,,0.05084745762711865,False,59,7,acl,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,engage,4,0.5,Pres,,True,False,MISSING,False,,,False,59,6,advcl,38,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,follow,16,0.625,Pres,,False,True,PRON,True,0.04,0.16,False,25,0,root,39,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,be,962,0.002079002079002079,Pres,,True,False,MISSING,False,,,False,37,4,cop,40,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,entail,1,0.0,Pres,,False,False,MISSING,False,,,False,37,2,acl:relcl,40,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,work,9,0.0,,,False,False,MISSING,False,,,False,37,7,amod,40,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,base,15,0.0,Past,,True,False,MISSING,False,,,False,49,1,advcl,41,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,exist,5,0.0,,,False,False,MISSING,False,,,False,49,5,amod,41,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,base,15,0.0,Past,,True,False,MISSING,False,,,False,19,1,advcl,42,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,feel,14,0.07142857142857142,Pres,,False,True,PRON,False,0.05263157894736842,,False,19,3,acl:relcl,42,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,need,20,0.15,Pres,,False,True,NOUN,False,0.05263157894736842,,False,19,4,ccomp,42,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,base,15,0.0,Past,,True,False,MISSING,False,,,False,19,1,advcl,43,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,know,42,0.35714285714285715,Past,,True,False,MISSING,False,,,False,19,3,amod,43,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,will,97,0.0,,,False,False,MISSING,False,,,False,47,1,aux,44,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,base,15,0.0,Past,,True,False,MISSING,False,,,False,47,1,advcl,44,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,intend,3,0.0,Past,,True,False,MISSING,False,,,False,47,5,amod,44,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,stay,5,0.0,Pres,,False,True,NOUN,False,0.14893617021276595,,False,47,3,ccomp,44,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,align,1,0.0,Past,,True,False,MISSING,False,,,False,47,4,xcomp,44,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,be,962,0.002079002079002079,Pres,,False,False,MISSING,False,,,False,16,1,cop,45,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,start,7,0.14285714285714285,Pres,,False,True,NOUN,False,0.05555555555555555,,False,18,0,root,46,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,address,3,1.0,Pres,,False,True,PRON,True,0.05555555555555555,0.16666666666666666,False,18,2,acl:relcl,46,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,need,20,0.15,Past,,True,False,MISSING,False,,,False,18,4,acl,46,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,will,97,0.0,,,False,False,MISSING,False,,,False,25,1,aux,47,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,devote,1,0.0,Past,,True,True,NOUN,False,0.12,,False,25,0,root,47,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,follow,16,0.625,,,False,False,MISSING,True,,0.16,False,25,2,acl,47,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,have,212,0.2783018867924528,Pres,,True,False,MISSING,True,,0.02702702702702703,False,37,1,advcl,48,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,hope,5,0.0,Pres,,False,True,PRON,False,0.02702702702702703,,False,37,0,root,48,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,hope,5,0.0,Pres,,False,True,PRON,False,0.037037037037037035,,False,27,0,root,49,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,make,50,0.84,Pres,,True,False,MISSING,True,,0.037037037037037035,False,27,2,advcl,49,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,will,97,0.0,,,False,False,MISSING,False,,,False,30,1,aux,50,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,learn,7,0.0,Past,,True,False,MISSING,False,,,False,30,3,acl,50,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,welcome,2,1.0,Pres,,False,True,PRON,True,0.0625,0.0625,False,16,0,root,51,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,apply,3,0.3333333333333333,,,False,False,MISSING,True,,0.0625,False,16,4,acl,51,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,receive,3,0.3333333333333333,Past,,False,True,PROPN,True,0.034482758620689655,0.13793103448275862,False,29,0,root,53,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,enter,2,1.0,Past,,False,False,MISSING,True,,0.06896551724137931,False,29,1,conj,53,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,place,3,0.3333333333333333,Past,,True,False,MISSING,False,,,False,35,1,advcl,54,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,35,1,aux:pass,54,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,encourage,1,0.0,Past,,True,True,PRON,False,0.05714285714285714,,False,35,0,root,54,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,interfere,1,0.0,Past,,False,True,NOUN,False,0.037037037037037035,,False,27,0,root,55,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,withdraw,1,1.0,Pres,,True,False,MISSING,True,,0.037037037037037035,False,27,1,advcl,55,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
active,lack,5,0.8,Past,,False,True,PRON,True,0.037037037037037035,0.037037037037037035,False,27,2,acl,55,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,27,4,aux:pass,55,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,neglect,2,0.0,Past,,True,True,NOUN,False,0.07407407407407407,,False,27,3,conj,55,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,19,1,aux:pass,56,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,send,2,0.5,Past,,True,True,PRON,False,0.10526315789473684,,False,19,0,root,56,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,remain,7,0.0,Past,,False,True,PRON,False,0.05263157894736842,,False,19,2,acl:relcl,56,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
active,do,172,0.1744186046511628,Past,,False,False,MISSING,False,,,False,32,1,aux,57,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,passive
passive,be,962,0.002079002079002079,Past,,False,False,MISSING,False,,,False,11,1,aux:pass,58,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
passive,restrict,2,0.0,Past,,True,True,NOUN,False,0.45454545454545453,,False,11,0,root,58,UNKNOWN_DOC,UNKNOWN_GENRE,0.14974135583991288,active
